,0
0,0.7451816756963688
1,0.7451816756963688
2,0.7451816756963688
3,0.7451816756963688
4,0.7451816756963688
5,0.7451816756963688
6,0.7451816756963688
7,0.7451816756963688
8,0.7451816756963688
9,0.7451816756963688
10,0.7451816756963688
11,0.7451816756963688
12,0.7451816756963688
13,0.7451816756963688
14,0.7451816756963688
15,0.7451816756963688
16,0.7451816756963688
17,0.7451816756963688
18,0.7451816756963688
19,0.7451816756963688
20,0.7451816756963688
21,0.7451816756963688
22,0.7451816756963688
23,0.7451816756963688
24,0.7451816756963688
25,0.7451816756963688
26,0.7451816756963688
27,0.7451816756963688
28,0.7451816756963688
29,0.7451816756963688
30,0.7451816756963688
31,0.7451816756963688
32,0.7451816756963688
33,0.7451816756963688
34,0.7451816756963688
35,0.7451816756963688
36,0.7451816756963688
37,0.7451816756963688
38,0.7451816756963688
39,0.7451816756963688
40,0.7451816756963688
41,0.7451816756963688
42,0.7451816756963688
43,0.7451816756963688
44,0.7451816756963688
45,0.7451816756963688
46,0.7451816756963688
47,0.7451816756963688
48,0.7451816756963688
49,0.7451816756963688
50,0.7451816756963688
51,0.7451816756963688
52,0.7451816756963688
53,0.7451816756963688
54,0.7451816756963688
55,0.7451816756963688
56,0.7451816756963688
57,0.7451816756963688
58,0.7451816756963688
59,0.7451816756963688
60,0.7451816756963688
61,0.7451816756963688
62,0.7451816756963688
63,0.7451816756963688
64,0.7451816756963688
65,0.7451816756963688
66,0.7451816756963688
67,0.7451816756963688
68,0.7451816756963688
69,0.7451816756963688
70,0.7451816756963688
71,0.7451816756963688
72,0.7451816756963688
73,0.7451816756963688
74,0.7451816756963688
75,0.7451816756963688
76,0.7451816756963688
77,0.7451816756963688
78,0.7451816756963688
79,0.7451816756963688
80,0.7451816756963688
81,0.7451816756963688
82,0.7451816756963688
83,0.7451816756963688
84,0.7451816756963688
85,0.7451816756963688
86,0.7451816756963688
87,0.7451816756963688
88,0.7451816756963688
89,0.7451816756963688
90,0.7451816756963688
91,0.7451816756963688
92,0.7451816756963688
93,0.7451816756963688
94,0.7451816756963688
95,0.7451816756963688
96,0.7451816756963688
97,0.7451816756963688
98,0.7451816756963688
99,0.7451816756963688
100,0.7451816756963688
101,0.7451816756963688
102,0.7451816756963688
103,0.7451816756963688
104,0.7451816756963688
105,0.7451816756963688
106,0.7451816756963688
107,0.7451816756963688
108,0.7451816756963688
109,0.7451816756963688
110,0.7451816756963688
111,0.7451816756963688
112,0.7451816756963688
113,0.7451816756963688
114,0.7451816756963688
115,0.7451816756963688
116,0.7451816756963688
117,0.7451816756963688
118,0.7451816756963688
119,0.7451816756963688
120,0.7451816756963688
121,0.7451816756963688
122,0.7451816756963688
123,0.7451816756963688
124,0.7451816756963688
125,0.7451816756963688
126,0.7451816756963688
127,0.7451816756963688
128,0.7451816756963688
129,0.7451816756963688
130,0.7451816756963688
131,0.7451816756963688
132,0.7451816756963688
133,0.7451816756963688
134,0.7451816756963688
135,0.7451816756963688
136,0.7451816756963688
137,0.7451816756963688
138,0.7451816756963688
139,0.7451816756963688
140,0.7451816756963688
141,0.7451816756963688
142,0.7451816756963688
143,0.7451816756963688
144,0.7451816756963688
145,0.7451816756963688
146,0.7451816756963688
147,0.7451816756963688
148,0.7451816756963688
149,0.7451816756963688
150,0.7451816756963688
151,0.7451816756963688
152,0.7451816756963688
153,0.7451816756963688
154,0.7451816756963688
155,0.7451816756963688
156,0.7451816756963688
157,0.7451816756963688
158,0.7451816756963688
159,0.7451816756963688
160,0.7451816756963688
161,0.7451816756963688
162,0.7451816756963688
163,0.7451816756963688
164,0.7451816756963688
165,0.7451816756963688
166,0.7451816756963688
167,0.7451816756963688
168,0.7451816756963688
169,0.7451816756963688
170,0.7451816756963688
171,0.7451816756963688
172,0.7451816756963688
173,0.7451816756963688
174,0.7451816756963688
175,0.7451816756963688
176,0.7451816756963688
177,0.7451816756963688
178,0.7451816756963688
179,0.7451816756963688
180,0.7451816756963688
181,0.7451816756963688
182,0.7451816756963688
183,0.7451816756963688
184,0.7451816756963688
185,0.7451816756963688
186,0.7451816756963688
187,0.7451816756963688
188,0.7451816756963688
189,0.7451816756963688
190,0.7451816756963688
191,0.7451816756963688
192,0.7451816756963688
193,0.7451816756963688
194,0.7451816756963688
195,0.7451816756963688
196,0.7451816756963688
